ms,990581,val,0
ms,990588,val,1
ms,990604,val,0
ms,990623,val,1
ms,990654,val,0
ms,990661,val,1
ms,990767,val,0
ms,990778,val,1
ms,990856,val,0
ms,990927,val,1
ms,991305,val,0
ms,991358,val,1
ms,991396,val,0
ms,991407,val,1
ms,991463,val,0
ms,991512,val,1
ms,991535,val,0
ms,991549,val,1
ms,991574,val,0
ms,991584,val,1
ms,991607,val,0
ms,991645,val,1
ms,991659,val,0
ms,991696,val,1
ms,991742,val,0
ms,991779,val,1
ms,992185,val,0
ms,992192,val,1
ms,992213,val,0
ms,992230,val,1
ms,992308,val,0
ms,992324,val,1
ms,992421,val,0
ms,992444,val,1
ms,992552,val,0
ms,992584,val,1
ms,992632,val,0
ms,992660,val,1
ms,992923,val,0
ms,992940,val,1
ms,993055,val,0
ms,993082,val,1
ms,993158,val,0
ms,993180,val,1
ms,993440,val,0
ms,993465,val,1
ms,993636,val,0
ms,993659,val,1
ms,993690,val,0
ms,993729,val,1
ms,994069,val,0
ms,994092,val,1
ms,994243,val,0
ms,994255,val,1
ms,994266,val,0
ms,994282,val,1
ms,994351,val,0
ms,994362,val,1
ms,994392,val,0
ms,994397,val,1
ms,994592,val,0
ms,994602,val,1
ms,994669,val,0
ms,994693,val,1
ms,994757,val,0
ms,994779,val,1
ms,995059,val,0
ms,995103,val,1
ms,995413,val,0
ms,995436,val,1
ms,995674,val,0
ms,995706,val,1
ms,995905,val,0
ms,995996,val,1
ms,996059,val,0
ms,996094,val,1
ms,996115,val,0
ms,996134,val,1
ms,996296,val,0
ms,996303,val,1
ms,996316,val,0
ms,996326,val,1
ms,996360,val,0
ms,996416,val,1
ms,996593,val,0
ms,996627,val,1
ms,996635,val,0
ms,996653,val,1
ms,996835,val,0
ms,996891,val,1
ms,996909,val,0
ms,996937,val,1
ms,996978,val,0
ms,996990,val,1
ms,997095,val,0
ms,997107,val,1
ms,997133,val,0
ms,997169,val,1
ms,997363,val,0
ms,997409,val,1
ms,997677,val,0
ms,997714,val,1
ms,997734,val,0
ms,997740,val,1
ms,997794,val,0
ms,997829,val,1
ms,997922,val,0
ms,997933,val,1
ms,998037,val,0
ms,998042,val,1
ms,998247,val,0
ms,998281,val,1
ms,998321,val,0
ms,998367,val,1
ms,998445,val,0
ms,998454,val,1
ms,998696,val,0
ms,998747,val,1
ms,998792,val,0
ms,998799,val,1
ms,998849,val,0
ms,998874,val,1
ms,999279,val,0
ms,999297,val,1
ms,999327,val,0
ms,999365,val,1
ms,999561,val,0
ms,999572,val,1
ms,999747,val,0
ms,999756,val,1
ms,999791,val,0
ms,999811,val,1
ms,1000054,val,0
ms,1000088,val,1
ms,1000141,val,0
ms,1000169,val,1
ms,1000492,val,0
ms,1000501,val,1
ms,1000528,val,0
ms,1000585,val,1
ms,1000605,val,0
ms,1000646,val,1
ms,1000822,val,0
ms,1000826,val,1
ms,1000897,val,0
ms,1000934,val,1
ms,1001078,val,0
ms,1001082,val,1
ms,1001130,val,0
ms,1001171,val,1
ms,1001210,val,0
ms,1001245,val,1
ms,1001299,val,0
ms,1001315,val,1
ms,1001338,val,0
ms,1001357,val,1
ms,1001419,val,0
ms,1001454,val,1
ms,1002019,val,0
ms,1002023,val,1
ms,1002116,val,0
ms,1002134,val,1
ms,1002421,val,0
ms,1002444,val,1
ms,1002465,val,0
ms,1002505,val,1
ms,1002518,val,0
ms,1002538,val,1
ms,1002592,val,0
ms,1002601,val,1
ms,1002891,val,0
ms,1002917,val,1
ms,1002919,val,0
ms,1002943,val,1
ms,1003001,val,0
ms,1003014,val,1
ms,1003166,val,0
ms,1003183,val,1
ms,1003222,val,0
ms,1003228,val,1
ms,1003305,val,0
ms,1003333,val,1
ms,1003458,val,0
ms,1003476,val,1
ms,1003861,val,0
ms,1003928,val,1
ms,1003976,val,0
ms,1003985,val,1
ms,1004045,val,0
ms,1004057,val,1
ms,1004100,val,0
ms,1004111,val,1
ms,1004245,val,0
ms,1004259,val,1
ms,1004604,val,0
ms,1004649,val,1
ms,1004738,val,0
ms,1004752,val,1
ms,1004806,val,0
ms,1004817,val,1
ms,1004935,val,0
ms,1005007,val,1
ms,1005051,val,0
ms,1005060,val,1
ms,1005110,val,0
ms,1005152,val,1
ms,1005184,val,0
ms,1005194,val,1
ms,1005216,val,0
ms,1005222,val,1
ms,1005245,val,0
ms,1005251,val,1
ms,1005271,val,0
ms,1005282,val,1
ms,1005327,val,0
ms,1005349,val,1
ms,1005366,val,0
ms,1005376,val,1
ms,1005470,val,0
ms,1005511,val,1
ms,1005601,val,0
ms,1005636,val,1
ms,1005696,val,0
ms,1005710,val,1
ms,1005890,val,0
ms,1005912,val,1
ms,1006219,val,0
ms,1006230,val,1
ms,1006388,val,0
ms,1006398,val,1
ms,1006478,val,0
ms,1006499,val,1
ms,1006545,val,0
ms,1006556,val,1
ms,1006746,val,0
ms,1006762,val,1
ms,1006774,val,0
ms,1006796,val,1
ms,1006991,val,0
ms,1007020,val,1
ms,1007069,val,0
ms,1007098,val,1
ms,1007247,val,0
ms,1007271,val,1
ms,1007420,val,0
ms,1007441,val,1
ms,1007550,val,0
ms,1007563,val,1
ms,1007579,val,0
ms,1007616,val,1
ms,1007659,val,0
ms,1007667,val,1
ms,1007693,val,0
ms,1007700,val,1
ms,1007791,val,0
ms,1007809,val,1
ms,1007822,val,0
ms,1007838,val,1
ms,1007867,val,0
ms,1007884,val,1
ms,1007902,val,0
ms,1007920,val,1
ms,1007928,val,0
ms,1007940,val,1
ms,1008140,val,0
ms,1008196,val,1
ms,1008257,val,0
ms,1008283,val,1
ms,1008384,val,0
ms,1008392,val,1
ms,1008422,val,0
ms,1008435,val,1
ms,1008486,val,0
ms,1008497,val,1
ms,1008592,val,0
ms,1008632,val,1
ms,1008646,val,0
ms,1008649,val,1
ms,1008658,val,0
ms,1008692,val,1
ms,1008723,val,0
ms,1008738,val,1
ms,1008748,val,0
ms,1008762,val,1
ms,1008858,val,0
ms,1008862,val,1
ms,1008949,val,0
ms,1008968,val,1
ms,1009034,val,0
ms,1009053,val,1
ms,1009238,val,0
ms,1009264,val,1
ms,1009359,val,0
ms,1009388,val,1
ms,1009487,val,0
ms,1009505,val,1
ms,1009541,val,0
ms,1009561,val,1
ms,1009704,val,0
ms,1009719,val,1
ms,1009728,val,0
ms,1009764,val,1
ms,1009826,val,0
ms,1009863,val,1
ms,1009899,val,0
ms,1009919,val,1
ms,1009932,val,0
ms,1009942,val,1
ms,1010017,val,0
ms,1010033,val,1
ms,1010044,val,0
ms,1010052,val,1
ms,1010420,val,0
ms,1010474,val,1
ms,1010632,val,0
ms,1010659,val,1
ms,1010843,val,0
ms,1010866,val,1
ms,1011022,val,0
ms,1011033,val,1
ms,1011083,val,0
ms,1011106,val,1
ms,1011146,val,0
ms,1011185,val,1
ms,1011204,val,0
ms,1011215,val,1
ms,1011345,val,0
ms,1011361,val,1
ms,1011427,val,0
ms,1011441,val,1
ms,1011561,val,0
ms,1011568,val,1
ms,1011798,val,0
ms,1011804,val,1
ms,1011818,val,0
ms,1011839,val,1
ms,1012271,val,0
ms,1012288,val,1
ms,1012464,val,0
ms,1012514,val,1
ms,1012573,val,0
ms,1012587,val,1
ms,1012609,val,0
ms,1012623,val,1
ms,1012643,val,0
ms,1012656,val,1
ms,1012747,val,0
ms,1012779,val,1
ms,1013089,val,0
ms,1013095,val,1
ms,1013639,val,0
ms,1013649,val,1
ms,1013661,val,0
ms,1013698,val,1
ms,1013701,val,0
ms,1013730,val,1
ms,1013937,val,0
ms,1013944,val,1
ms,1014018,val,0
ms,1014030,val,1
ms,1014065,val,0
ms,1014071,val,1
ms,1014189,val,0
ms,1014208,val,1
ms,1014353,val,0
ms,1014366,val,1
ms,1014418,val,0
ms,1014432,val,1
ms,1014441,val,0
ms,1014461,val,1
ms,1014505,val,0
ms,1014580,val,1
ms,1014781,val,0
ms,1014812,val,1
ms,1014921,val,0
ms,1014947,val,1
ms,1014964,val,0
ms,1014996,val,1
ms,1015016,val,0
ms,1015030,val,1
ms,1015049,val,0
ms,1015059,val,1
ms,1015134,val,0
ms,1015140,val,1
ms,1015160,val,0
ms,1015172,val,1
ms,1015306,val,0
ms,1015321,val,1
ms,1015404,val,0
ms,1015419,val,1
ms,1015632,val,0
ms,1015661,val,1
ms,1015815,val,0
ms,1015920,val,1
ms,1015950,val,0
ms,1015958,val,1
ms,1016051,val,0
ms,1016097,val,1
ms,1016345,val,0
ms,1016358,val,1
ms,1016542,val,0
ms,1016559,val,1
ms,1016590,val,0
ms,1016608,val,1
ms,1016770,val,0
ms,1016796,val,1
ms,1016968,val,0
ms,1017016,val,1
ms,1017379,val,0
ms,1017392,val,1
ms,1017398,val,0
ms,1017407,val,1
ms,1017430,val,0
ms,1017445,val,1
ms,1017516,val,0
ms,1017528,val,1
ms,1017559,val,0
ms,1017585,val,1
ms,1017731,val,0
ms,1017772,val,1
ms,1017935,val,0
ms,1017951,val,1
ms,1018017,val,0
ms,1018035,val,1
ms,1018390,val,0
ms,1018406,val,1
ms,1018483,val,0
ms,1018503,val,1
ms,1018611,val,0
ms,1018643,val,1
ms,1018668,val,0
ms,1018683,val,1
ms,1018749,val,0
ms,1018771,val,1
ms,1018909,val,0
ms,1018918,val,1
ms,1018994,val,0
ms,1019006,val,1
ms,1019021,val,0
ms,1019029,val,1
ms,1019130,val,0
ms,1019183,val,1
ms,1019282,val,0
ms,1019288,val,1
ms,1019397,val,0
ms,1019414,val,1
ms,1019471,val,0
ms,1019490,val,1
ms,1019552,val,0
ms,1019560,val,1
ms,1019593,val,0
ms,1019610,val,1
ms,1019619,val,0
ms,1019625,val,1
ms,1019685,val,0
ms,1019710,val,1
ms,1019768,val,0
ms,1019777,val,1
ms,1019874,val,0
ms,1019882,val,1
ms,1019942,val,0
ms,1019966,val,1
ms,1020000,val,0
ms,1020006,val,1
ms,1020061,val,0
ms,1020065,val,1
ms,1020167,val,0
ms,1020177,val,1
ms,1020240,val,0
ms,1020258,val,1
ms,1020315,val,0
ms,1020330,val,1
ms,1020523,val,0
ms,1020542,val,1
ms,1020598,val,0
ms,1020607,val,1
ms,1020625,val,0
ms,1020657,val,1
ms,1020822,val,0
ms,1020830,val,1
ms,1020850,val,0
ms,1020856,val,1
ms,1020896,val,0
ms,1020898,val,1
ms,1020929,val,0
ms,1020965,val,1
ms,1021061,val,0
ms,1021070,val,1
ms,1021621,val,0
ms,1021645,val,1
ms,1021677,val,0
ms,1021688,val,1
ms,1021808,val,0
ms,1021852,val,1
ms,1021892,val,0
ms,1021905,val,1
ms,1021961,val,0
ms,1021981,val,1
ms,1022007,val,0
ms,1022026,val,1
ms,1022065,val,0
ms,1022086,val,1
ms,1022109,val,0
ms,1022139,val,1
ms,1022348,val,0
ms,1022369,val,1
ms,1022374,val,0
ms,1022416,val,1
ms,1022438,val,0
ms,1022448,val,1
ms,1022539,val,0
ms,1022543,val,1
ms,1022796,val,0
ms,1022810,val,1
ms,1022905,val,0
ms,1022919,val,1
ms,1023071,val,0
ms,1023079,val,1
ms,1023106,val,0
ms,1023158,val,1
ms,1023448,val,0
ms,1023461,val,1
ms,1023513,val,0
ms,1023528,val,1
ms,1023554,val,0
ms,1023594,val,1
ms,1023861,val,0
ms,1023895,val,1
ms,1023967,val,0
ms,1023999,val,1
ms,1024136,val,0
ms,1024168,val,1
ms,1024187,val,0
ms,1024202,val,1
ms,1024224,val,0
ms,1024240,val,1
ms,1024294,val,0
ms,1024313,val,1
ms,1024713,val,0
ms,1024740,val,1
ms,1024879,val,0
ms,1024894,val,1
ms,1024916,val,0
ms,1024927,val,1
ms,1025066,val,0
ms,1025078,val,1
ms,1025153,val,0
ms,1025187,val,1
ms,1025260,val,0
ms,1025267,val,1
ms,1025495,val,0
ms,1025503,val,1
ms,1025582,val,0
ms,1025597,val,1
ms,1025651,val,0
ms,1025665,val,1
ms,1025727,val,0
ms,1025750,val,1
ms,1025843,val,0
ms,1025849,val,1
ms,1026052,val,0
ms,1026054,val,1
ms,1026109,val,0
ms,1026112,val,1
ms,1026130,val,0
ms,1026183,val,1
ms,1026425,val,0
ms,1026439,val,1
ms,1026508,val,0
ms,1026513,val,1
ms,1026521,val,0
ms,1026546,val,1
ms,1026634,val,0
ms,1026662,val,1
ms,1026777,val,0
ms,1026843,val,1
ms,1026968,val,0
ms,1026977,val,1
ms,1027147,val,0
ms,1027158,val,1
ms,1027257,val,0
ms,1027265,val,1
ms,1027281,val,0
ms,1027286,val,1
ms,1027291,val,0
ms,1027316,val,1
ms,1027451,val,0
ms,1027454,val,1
ms,1027516,val,0
ms,1027527,val,1
ms,1027573,val,0
ms,1027575,val,1
ms,1027681,val,0
ms,1027711,val,1
ms,1027728,val,0
ms,1027750,val,1
ms,1027836,val,0
ms,1027854,val,1
ms,1027929,val,0
ms,1027933,val,1
ms,1027956,val,0
ms,1027980,val,1
ms,1028161,val,0
ms,1028178,val,1
ms,1028265,val,0
ms,1028293,val,1
ms,1028307,val,0
ms,1028322,val,1
ms,1028479,val,0
ms,1028489,val,1
ms,1028578,val,0
ms,1028582,val,1
ms,1028830,val,0
ms,1028834,val,1
ms,1028839,val,0
ms,1028857,val,1
ms,1028917,val,0
ms,1028931,val,1
ms,1029023,val,0
ms,1029039,val,1
ms,1029090,val,0
ms,1029111,val,1
ms,1029396,val,0
ms,1029417,val,1
ms,1029876,val,0
ms,1029884,val,1
ms,1029950,val,0
ms,1029966,val,1
ms,1030015,val,0
ms,1030042,val,1
ms,1030076,val,0
ms,1030092,val,1
ms,1030153,val,0
ms,1030166,val,1
ms,1030315,val,0
ms,1030332,val,1
ms,1030353,val,0
ms,1030359,val,1
ms,1030479,val,0
ms,1030506,val,1
ms,1030734,val,0
ms,1030758,val,1
ms,1030890,val,0
ms,1030891,val,1
ms,1030905,val,0
ms,1030931,val,1
ms,1031075,val,0
